"REPORT_ID","Sex","AGE_GROUP","Thrown Out","Injury Extent","Seat Belt","YEAR"
"2023-55510-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55512-13/09/2024","Male","83","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-55522-13/09/2024","Female","39","Thrown Out","By Private","Not Worn","2023"
"2023-55528-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55542-13/09/2024","Male","20","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-55556-13/09/2024","Male","60","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-55569-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55570-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55573-13/09/2024","Male","33","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55583-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55600-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55627-13/09/2024","Male","41","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-55636-13/09/2024","Male","61","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55638-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55642-13/09/2024","Female","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55646-13/09/2024","Female","27","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55647-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55658-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55659-13/09/2024","Male","16","Thrown Out","By Private","Not Worn","2023"
"2023-55718-13/09/2024","Male","33","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55730-13/09/2024","Male","28","Thrown Out","By Private","Not Worn","2023"
"2023-55741-13/09/2024","Male","41","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55745-13/09/2024","Male","58","Thrown Out","By Private","Not Worn","2023"
"2023-55757-13/09/2024","Female","24","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55789-13/09/2024","Male","25","Unknown","By Private","Not Worn","2023"
"2023-55797-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55829-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Fitted","2023"
"2023-55829-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Fitted","2023"
"2023-55836-13/09/2024","Male","27","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55854-13/09/2024","Male","47","Thrown Out","By Private","Not Worn","2023"
"2023-55866-13/09/2024","Male","59","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55867-13/09/2024","Male","73","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55890-13/09/2024","Male","XXX","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55895-13/09/2024","Male","41","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55928-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55952-13/09/2024","Female","48","Unknown","Treated at Hospital","Not Worn","2023"
"2023-55953-13/09/2024","Male","75","Not Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55964-13/09/2024","Female","34","Unknown","By Private","Not Worn","2023"
"2023-55971-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-55979-13/09/2024","Female","22","Unknown","By Private","Not Worn","2023"
"2023-55986-13/09/2024","Male","20","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-55991-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56006-13/09/2024","Male","82","Unknown","Fatal","Not Worn","2023"
"2023-56025-13/09/2024","Male","73","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56028-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56041-13/09/2024","Male","14","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56041-13/09/2024","Male","11","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56042-13/09/2024","Female","32","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56043-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56075-13/09/2024","Female","19","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56077-13/09/2024","Male","33","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56079-13/09/2024","Male","33","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-56093-13/09/2024","Male","20","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-56128-13/09/2024","Male","44","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56147-13/09/2024","Male","64","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56150-13/09/2024","Female","59","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56152-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56179-13/09/2024","Female","34","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56199-13/09/2024","Male","12","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56199-13/09/2024","Male","09","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56220-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56231-13/09/2024","Female","38","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-56231-13/09/2024","Female","06","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56246-13/09/2024","Male","40","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56268-13/09/2024","Female","13","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56268-13/09/2024","Female","12","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56268-13/09/2024","Female","18","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56283-13/09/2024","Female","59","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56294-13/09/2024","Female","73","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56367-13/09/2024","Female","66","Unknown","By Private","Not Worn","2023"
"2023-56395-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56405-13/09/2024","Female","33","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56417-13/09/2024","Female","45","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-56422-13/09/2024","Female","45","Thrown Out","Fatal","Fitted - Not Worn","2023"
"2023-56423-13/09/2024","Female","45","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56430-13/09/2024","Male","54","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-56440-13/09/2024","Male","73","Thrown Out","By Private","Not Worn","2023"
"2023-56449-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56458-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56467-13/09/2024","Male","39","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56488-13/09/2024","Male","25","Thrown Out","By Private","Not Worn","2023"
"2023-56489-13/09/2024","Male","13","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56511-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56516-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56549-13/09/2024","Female","33","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56551-13/09/2024","Male","22","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56554-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56557-13/09/2024","Male","28","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-56563-13/09/2024","Male","44","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56577-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56579-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56582-13/09/2024","Male","61","Thrown Out","By Private","Not Worn","2023"
"2023-56582-13/09/2024","Male","54","Thrown Out","By Private","Not Worn","2023"
"2023-56584-13/09/2024","Male","22","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56594-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56596-13/09/2024","Female","27","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56621-13/09/2024","Male","23","Thrown Out","By Private","Not Worn","2023"
"2023-56622-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56657-13/09/2024","Male","72","Unknown","By Private","Not Worn","2023"
"2023-56660-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56674-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56697-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56699-13/09/2024","Female","56","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56705-13/09/2024","Male","47","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56719-13/09/2024","Male","30","Thrown Out","By Private","Not Worn","2023"
"2023-56728-13/09/2024","Male","21","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56734-13/09/2024","Male","36","Not Thrown Out","By Private","Fitted - Not Worn","2023"
"2023-56763-13/09/2024","Male","52","Not Thrown Out","Fatal","Fitted - Not Worn","2023"
"2023-56786-13/09/2024","Male","57","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56788-13/09/2024","Male","13","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56793-13/09/2024","Male","14","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56799-13/09/2024","Male","28","Unknown","Fatal","Not Worn","2023"
"2023-56832-13/09/2024","Male","08","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56842-13/09/2024","Male","53","Thrown Out","Fatal","Not Worn","2023"
"2023-56842-13/09/2024","Male","11","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56858-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56860-13/09/2024","Male","44","Thrown Out","By Private","Not Worn","2023"
"2023-56861-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56877-13/09/2024","Female","48","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56883-13/09/2024","Male","45","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56913-13/09/2024","Female","52","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56923-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56928-13/09/2024","Male","29","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-56934-13/09/2024","Male","58","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56936-13/09/2024","Male","33","Thrown Out","By Private","Not Worn","2023"
"2023-56938-13/09/2024","Male","63","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56951-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56965-13/09/2024","Male","21","Unknown","Treated at Hospital","Not Worn","2023"
"2023-56968-13/09/2024","Male","10","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-56992-13/09/2024","Male","43","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57000-13/09/2024","Male","51","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57001-13/09/2024","Female","24","Thrown Out","By Private","Not Worn","2023"
"2023-57004-13/09/2024","Female","16","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57005-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57017-13/09/2024","Male","29","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57027-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57053-13/09/2024","Female","30","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57057-13/09/2024","Male","52","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57084-13/09/2024","Male","61","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57098-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57112-13/09/2024","Male","64","Thrown Out","By Private","Not Worn","2023"
"2023-57113-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57118-13/09/2024","Female","16","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57118-13/09/2024","Female","23","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57121-13/09/2024","Male","43","Thrown Out","Fatal","Not Worn","2023"
"2023-57142-13/09/2024","Male","50","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57174-13/09/2024","Male","48","Thrown Out","By Private","Not Worn","2023"
"2023-57177-13/09/2024","Male","45","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57180-13/09/2024","Male","41","Thrown Out","Fatal","Not Worn","2023"
"2023-57181-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57186-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57202-13/09/2024","Female","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57228-13/09/2024","Male","38","Thrown Out","By Private","Not Worn","2023"
"2023-57244-13/09/2024","Female","36","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57277-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57287-13/09/2024","Male","72","Thrown Out","By Private","Not Worn","2023"
"2023-57300-13/09/2024","Male","57","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57305-13/09/2024","Female","61","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57318-13/09/2024","Male","68","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-57328-13/09/2024","Male","63","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57357-13/09/2024","Male","67","Thrown Out","Fatal","Not Worn","2023"
"2023-57367-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57402-13/09/2024","Male","58","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57416-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57416-13/09/2024","Female","33","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57428-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57429-13/09/2024","Male","64","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57437-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57441-13/09/2024","Female","17","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57459-13/09/2024","Female","46","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57462-13/09/2024","Male","77","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57479-13/09/2024","Female","46","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57484-13/09/2024","Male","10","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57486-13/09/2024","Female","70","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57490-13/09/2024","Male","04","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57502-13/09/2024","Male","52","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57519-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57522-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57528-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57531-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57534-13/09/2024","Male","59","Thrown Out","Fatal","Not Worn","2023"
"2023-57539-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57542-13/09/2024","Male","15","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57543-13/09/2024","Male","23","Thrown Out","Admitted to Hospital","Fitted - Not Worn","2023"
"2023-57560-13/09/2024","Male","XXX","Not Thrown Out","By Private","Not Fitted","2023"
"2023-57572-13/09/2024","Male","69","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57582-13/09/2024","Female","08","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57607-13/09/2024","Male","71","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57651-13/09/2024","Male","30","Unknown","By Private","Not Worn","2023"
"2023-57659-13/09/2024","Male","61","Thrown Out","By Private","Not Worn","2023"
"2023-57668-13/09/2024","Male","60","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57674-13/09/2024","Male","83","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57699-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57707-13/09/2024","Female","67","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57707-13/09/2024","Female","85","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57708-13/09/2024","Female","38","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57746-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57755-13/09/2024","Female","30","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57757-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57763-13/09/2024","Male","56","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57764-13/09/2024","Female","28","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57765-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57767-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57775-13/09/2024","Male","58","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57794-13/09/2024","Male","69","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57802-13/09/2024","Male","49","Thrown Out","By Private","Not Worn","2023"
"2023-57811-13/09/2024","Female","54","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57821-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57822-13/09/2024","Female","85","Thrown Out","Fatal","Fitted - Not Worn","2023"
"2023-57841-13/09/2024","Female","86","Unknown","Treated at Hospital","Not Worn","2023"
"2023-57879-13/09/2024","Male","66","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57884-13/09/2024","Female","49","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-57896-13/09/2024","Female","35","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57916-13/09/2024","Female","57","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57940-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-57947-13/09/2024","Female","76","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-57998-13/09/2024","Male","51","Thrown Out","By Private","Not Worn","2023"
"2023-58006-13/09/2024","Male","50","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58010-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58016-13/09/2024","Male","47","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58020-13/09/2024","Male","50","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2023"
"2023-58021-13/09/2024","Female","33","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58036-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58058-13/09/2024","Male","32","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58062-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58086-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58102-13/09/2024","Male","62","Thrown Out","By Private","Not Worn","2023"
"2023-58106-13/09/2024","Male","67","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58111-13/09/2024","Male","XXX","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58115-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58137-13/09/2024","Male","09","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58141-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58143-13/09/2024","Female","30","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58172-13/09/2024","Male","19","Thrown Out","By Private","Not Worn","2023"
"2023-58179-13/09/2024","Female","22","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-58183-13/09/2024","Male","51","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2023"
"2023-58191-13/09/2024","Female","66","Unknown","By Private","Not Worn","2023"
"2023-58194-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58196-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58197-13/09/2024","Female","17","Unknown","By Private","Not Worn","2023"
"2023-58247-13/09/2024","Female","10","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58251-13/09/2024","Male","23","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58272-13/09/2024","Male","52","Thrown Out","By Private","Not Worn","2023"
"2023-58293-13/09/2024","Male","39","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58316-13/09/2024","Male","64","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-58318-13/09/2024","Female","06","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-58320-13/09/2024","Male","45","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58324-13/09/2024","Male","45","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58363-13/09/2024","Male","41","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-58368-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58384-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58407-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58417-13/09/2024","Male","85","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58426-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58430-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58440-13/09/2024","Male","63","Thrown Out","By Private","Not Worn","2023"
"2023-58446-13/09/2024","Female","53","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58459-13/09/2024","Male","11","Thrown Out","By Private","Not Worn","2023"
"2023-58465-13/09/2024","Female","34","Thrown Out","By Private","Not Worn","2023"
"2023-58493-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58503-13/09/2024","Male","47","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-58524-13/09/2024","Female","29","Not Thrown Out","By Private","Fitted - Not Worn","2023"
"2023-58539-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58549-13/09/2024","Male","40","Thrown Out","By Private","Not Worn","2023"
"2023-58550-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58583-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58584-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58592-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58596-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58608-13/09/2024","Male","48","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58611-13/09/2024","Male","28","Unknown","Fatal","Not Worn","2023"
"2023-58612-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58618-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58622-13/09/2024","Male","82","Unknown","By Private","Not Worn","2023"
"2023-58630-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58641-13/09/2024","Male","14","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58644-13/09/2024","Female","55","Not Thrown Out","By Private","Fitted - Not Worn","2023"
"2023-58648-13/09/2024","Male","25","Thrown Out","By Private","Not Worn","2023"
"2023-58653-13/09/2024","Male","28","Thrown Out","By Private","Not Worn","2023"
"2023-58680-13/09/2024","Male","27","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-58681-13/09/2024","Male","32","Unknown","Fatal","Not Worn","2023"
"2023-58692-13/09/2024","Male","76","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58697-13/09/2024","Female","19","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58707-13/09/2024","Male","56","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58719-13/09/2024","Male","75","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58723-13/09/2024","Male","58","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58731-13/09/2024","Female","42","Unknown","By Private","Not Worn","2023"
"2023-58772-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58795-13/09/2024","Male","18","Unknown","By Private","Not Worn","2023"
"2023-58807-13/09/2024","Female","67","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58825-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58827-13/09/2024","Female","44","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58836-13/09/2024","Male","33","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58842-13/09/2024","Female","45","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58853-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58860-13/09/2024","Male","40","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58875-13/09/2024","Male","24","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58893-13/09/2024","Male","70","Unknown","Admitted to Hospital","Not Worn","2023"
"2023-58896-13/09/2024","Female","46","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-58907-13/09/2024","Female","20","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2023"
"2023-58911-13/09/2024","Female","12","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58956-13/09/2024","Male","30","Thrown Out","Fatal","Fitted - Not Worn","2023"
"2023-58962-13/09/2024","Male","12","Unknown","Treated at Hospital","Not Worn","2023"
"2023-58975-13/09/2024","Male","73","Unknown","Fatal","Not Worn","2023"
"2023-58985-13/09/2024","Male","47","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-58996-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-59000-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-59007-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-59019-13/09/2024","Male","81","Thrown Out","Treated at Hospital","Not Worn","2023"
"2023-59040-13/09/2024","Female","25","Thrown Out","By Private","Not Worn","2023"
"2023-59056-13/09/2024","Male","44","Unknown","Treated at Hospital","Not Worn","2023"
"2023-59063-13/09/2024","Male","45","Thrown Out","Fatal","Not Worn","2023"
"2023-59068-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-59069-13/09/2024","Female","36","Thrown Out","Admitted to Hospital","Not Worn","2023"
"2023-59079-13/09/2024","Male","20","Thrown Out","Admitted to Hospital","Not Worn","2023"
