"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","BEST_DETECTION_METHOD","NO_DRUGS_DETECTED","COUNT"
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",8
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",5
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",6
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",6
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",7
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",7
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",5
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","65 and over","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",5
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",7
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",6
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","65 and over","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",4
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Major Cities of Australia","65 and over","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",3
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
2023,"VIC","Outer Regional Australia","17-25","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","40-64","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",1
2023,"VIC","Outer Regional Australia","26-39","positive_drug_tests","Indicator (Stage 1)","Yes","Not applicable",2
